ID,Event Type,Timestamp,Value
1689,click,2024-06-18 13:03:36.422164,
1690,login,2024-10-03 13:45:36.422167,82.8
1691,view,2024-10-04 08:05:36.422171,
1692,view,2024-07-28 08:52:36.422174,316.86
1693,view,2024-07-11 11:44:36.422177,
1694,logout,2024-07-22 22:03:36.422181,299.25
1695,view,2024-03-17 08:13:36.422184,168.0
1696,purchase,2024-01-08 15:44:36.422187,23.92
1697,purchase,2024-11-07 09:50:36.422191,341.83
1698,view,2024-10-05 21:51:36.422194,385.86
1699,purchase,2024-04-16 15:54:36.422197,
1700,purchase,2024-03-18 03:42:36.422201,123.28
1701,logout,2024-07-08 10:02:36.422204,319.12
1702,click,2024-05-19 12:16:36.422207,21.03
1703,login,2024-10-15 07:42:36.422210,
1704,view,2024-11-18 22:39:36.422214,18.98
1705,click,2024-02-18 15:10:36.422217,268.45
1706,click,2024-07-11 03:35:36.422221,
1707,logout,2024-03-13 23:38:36.422224,
1708,click,2024-12-05 07:24:36.422227,
1709,view,2024-01-28 21:13:36.422231,
1710,login,2024-04-19 15:27:36.422234,
1711,logout,2024-06-04 06:36:36.422238,292.69
1712,logout,2024-11-27 07:14:36.422241,
1713,view,2024-07-29 18:33:36.422244,
1714,logout,2024-05-16 03:50:36.422248,
1715,purchase,2024-06-18 10:35:36.422251,40.65
1716,purchase,2024-12-01 02:48:36.422254,438.74
1717,login,2024-04-27 00:55:36.422258,467.87
1718,purchase,2024-11-16 18:58:36.422261,26.65
1719,view,2024-03-23 04:23:36.422264,123.93
1720,view,2024-02-22 18:20:36.422268,
1721,click,2024-08-26 19:42:36.422271,
1722,logout,2024-05-03 12:27:36.422275,
1723,logout,2024-08-01 16:19:36.422278,
1724,view,2024-07-06 13:09:36.422281,
1725,purchase,2024-09-04 10:11:36.422285,
1726,view,2024-03-15 10:03:36.422288,
1727,login,2024-08-14 12:27:36.422291,
1728,view,2024-02-18 14:02:36.422295,
1729,view,2024-03-25 09:26:36.422298,423.89
1730,purchase,2024-10-28 00:52:36.422302,
1731,logout,2024-01-17 17:12:36.422305,441.1
1732,click,2024-06-29 06:27:36.422308,
1733,view,2024-08-13 06:41:36.422312,408.0
1734,view,2024-05-06 17:18:36.422316,422.29
1735,login,2024-09-28 21:09:36.422319,
1736,view,2024-07-25 18:48:36.422322,106.99
1737,login,2024-01-27 20:38:36.422326,186.66
1738,purchase,2024-03-19 06:36:36.422329,
1739,purchase,2024-02-15 17:14:36.422332,
1740,logout,2024-02-17 08:02:36.422336,249.85
1741,purchase,2024-09-20 21:33:36.422339,427.94
1742,view,2024-08-26 05:55:36.422343,
1743,purchase,2024-12-21 08:34:36.422346,110.11
1744,logout,2024-03-30 20:19:36.422350,
1745,click,2024-07-24 22:47:36.422353,
1746,logout,2024-06-09 12:33:36.422356,
1747,login,2024-04-16 07:18:36.422360,337.95
1748,logout,2024-05-22 03:24:36.422363,
1749,purchase,2024-05-13 22:15:36.422366,435.36
1750,purchase,2024-07-30 12:49:36.422369,
1751,login,2024-10-05 21:00:36.422373,
1752,login,2023-12-25 06:14:36.422376,267.99
1753,logout,2024-10-19 03:06:36.422379,
1754,view,2024-01-31 10:59:36.422383,124.68
1755,login,2024-07-02 17:24:36.422386,
1756,purchase,2024-06-03 06:31:36.422389,
1757,click,2024-01-18 10:24:36.422393,
1758,login,2024-06-03 02:25:36.422396,
1759,click,2024-12-20 08:05:36.422399,
1760,click,2024-01-14 21:54:36.422403,
1761,purchase,2024-11-16 09:27:36.422406,218.97
1762,view,2024-01-25 14:48:36.422409,
1763,view,2024-02-12 05:28:36.422413,361.32
1764,logout,2024-06-02 16:01:36.422416,249.85
1765,login,2024-05-10 18:15:36.422419,
1766,view,2024-08-14 14:24:36.422423,
1767,view,2024-12-19 01:30:36.422426,
1768,logout,2024-03-12 14:55:36.422429,30.61
1769,purchase,2024-03-14 12:45:36.422433,
1770,click,2024-02-06 00:20:36.422437,116.57
1771,purchase,2024-04-03 11:18:36.422440,
1772,logout,2024-03-06 04:35:36.422443,267.44
1773,view,2024-12-16 14:40:36.422447,303.2
1774,login,2024-08-04 00:42:36.422451,
1775,click,2024-06-14 13:50:36.422457,394.59
1776,click,2023-12-30 06:00:36.422463,227.12
1777,purchase,2024-04-13 22:43:36.422468,431.68
1778,purchase,2024-06-22 15:45:36.422474,225.65
1779,login,2024-07-14 02:59:36.422480,
1780,click,2024-04-23 10:21:36.422486,89.9
1781,purchase,2024-02-13 18:18:36.422490,362.66
1782,view,2024-07-11 14:36:36.422493,186.41
1783,view,2024-03-22 01:30:36.422497,498.15
1784,purchase,2024-03-26 12:12:36.422502,447.87
1785,click,2024-03-19 12:50:36.422508,245.66
1786,click,2024-11-12 11:48:36.422513,
1787,login,2024-05-24 15:35:36.422519,
1788,purchase,2024-09-10 19:24:36.422525,458.49
1789,click,2024-04-04 09:57:36.422531,
1790,click,2024-05-19 09:18:36.422553,473.38
1791,login,2024-01-06 12:53:36.422557,248.25
1792,view,2024-10-06 16:24:36.422560,112.4
1793,click,2024-12-19 06:24:36.422564,
1794,view,2024-04-30 21:24:36.422567,
1795,view,2024-04-20 03:21:36.422570,
1796,logout,2024-08-09 00:13:36.422574,47.2
1797,click,2024-04-18 02:45:36.422577,370.89
1798,purchase,2024-06-23 19:02:36.422580,
1799,login,2024-04-11 17:15:36.422584,
1800,view,2024-03-08 20:14:36.422587,121.22
1801,purchase,2024-10-05 02:30:36.422590,341.46
1802,login,2024-02-29 03:34:36.422594,364.43
1803,view,2024-07-24 01:37:36.422597,437.86
1804,purchase,2024-06-12 17:23:36.422600,109.09
1805,purchase,2024-08-24 02:51:36.422604,397.44
1806,logout,2024-11-05 18:19:36.422607,
1807,logout,2024-08-21 20:27:36.422610,291.92
1808,purchase,2024-05-03 03:06:36.422614,
1809,logout,2024-10-31 21:14:36.422617,67.65
1810,logout,2024-06-12 18:19:36.422621,467.86
1811,logout,2024-12-16 19:06:36.422624,488.87
1812,click,2024-04-30 00:35:36.422627,
1813,purchase,2024-10-07 15:39:36.422630,
1814,click,2024-02-09 18:07:36.422634,346.97
1815,login,2024-01-06 12:59:36.422637,156.49
1816,login,2024-06-04 11:37:36.422642,
1817,logout,2024-10-29 20:16:36.422646,5.71
1818,login,2024-03-15 04:27:36.422651,46.45
1819,purchase,2024-01-17 19:08:36.422657,118.7
1820,click,2024-02-12 08:40:36.422664,364.53
1821,view,2024-07-09 19:04:36.422670,426.92
1822,login,2024-02-18 18:40:36.422674,
1823,purchase,2024-03-02 04:30:36.422677,382.4
1824,purchase,2024-10-23 12:38:36.422680,
1825,logout,2024-07-04 23:54:36.422684,
1826,login,2024-06-25 15:15:36.422687,239.27
1827,click,2024-04-24 19:50:36.422690,329.34
1828,purchase,2024-05-06 09:21:36.422694,
1829,click,2024-07-01 02:37:36.422698,
1830,logout,2024-09-10 22:48:36.422703,185.64
1831,logout,2024-08-30 23:16:36.422708,409.3
1832,login,2024-01-21 11:39:36.422713,257.38
1833,logout,2024-06-29 20:48:36.422719,44.51
1834,click,2024-04-04 23:05:36.422725,473.96
1835,click,2024-03-15 14:31:36.422731,332.62
1836,click,2024-03-10 19:04:36.422734,460.27
1837,logout,2024-09-08 08:57:36.422737,
1838,click,2024-01-11 23:17:36.422741,
1839,login,2024-05-31 12:23:36.422744,
1840,click,2024-11-01 11:53:36.422748,245.12
1841,purchase,2023-12-30 05:49:36.422751,
1842,purchase,2024-09-05 10:46:36.422754,
1843,view,2024-04-23 17:39:36.422758,411.31
1844,click,2024-07-20 12:59:36.422761,
1845,login,2024-02-28 07:51:36.422764,
1846,logout,2024-11-17 07:09:36.422768,231.82
1847,login,2024-11-09 15:46:36.422773,
1848,logout,2024-08-14 11:25:36.422779,
1849,view,2024-09-10 10:34:36.422785,
1850,login,2024-02-17 16:21:36.422790,417.34
1851,login,2024-12-22 11:00:36.422796,216.16
1852,logout,2024-10-25 18:43:36.422804,
1853,view,2024-10-20 14:14:36.422808,186.23
1854,purchase,2024-12-04 21:35:36.422811,
1855,login,2024-07-21 19:47:36.422814,
1856,purchase,2024-03-30 16:42:36.422817,91.88
1857,click,2024-01-19 12:25:36.422821,
1858,click,2024-04-27 16:27:36.422825,129.35
1859,view,2024-09-10 11:31:36.422828,
1860,view,2024-11-04 03:39:36.422831,
1861,click,2024-05-06 09:53:36.422835,391.36
1862,logout,2024-01-29 18:27:36.422838,130.29
1863,view,2024-12-15 20:48:36.422842,
1864,view,2024-03-20 12:55:36.422845,225.38
1865,click,2024-06-21 13:31:36.422849,
1866,login,2024-09-30 04:49:36.422852,
1867,login,2024-03-04 03:18:36.422855,
1868,click,2024-08-26 06:25:36.422859,
1869,click,2024-09-25 12:25:36.422862,191.11
1870,view,2024-05-18 03:58:36.422865,
1871,login,2024-02-09 02:40:36.422868,
1872,view,2024-05-19 12:40:36.422872,
1873,logout,2024-12-15 15:21:36.422875,99.92
1874,logout,2024-06-15 02:58:36.422879,342.67
1875,purchase,2024-08-07 17:32:36.422882,
1876,login,2024-01-11 21:59:36.422885,
1877,purchase,2024-07-08 18:03:36.422888,73.47
1878,logout,2024-10-02 21:46:36.422892,
1879,login,2024-07-12 10:48:36.422895,
1880,view,2024-02-12 00:52:36.422898,488.28
1881,logout,2024-10-06 09:57:36.422902,227.04
1882,view,2024-10-30 07:02:36.422905,42.44
1883,click,2024-12-18 13:07:36.422908,389.81
1884,login,2024-03-06 01:58:36.422912,219.02
1885,purchase,2024-04-05 15:13:36.422915,252.85
1886,logout,2024-02-16 20:10:36.422918,
1887,login,2024-04-17 19:48:36.422922,328.62
1888,login,2024-05-21 18:35:36.422925,
1889,view,2024-07-28 22:53:36.422928,309.03
1890,logout,2024-12-07 20:28:36.422932,
1891,purchase,2024-07-01 13:52:36.422935,
1892,purchase,2024-11-14 20:21:36.422939,
1893,purchase,2024-04-10 16:25:36.422942,57.68
1894,logout,2024-10-24 04:44:36.422945,200.66
1895,click,2024-01-23 19:49:36.422948,
1896,purchase,2024-10-25 22:04:36.422952,
1897,view,2024-07-08 05:29:36.422955,
1898,click,2024-02-23 01:37:36.422958,
1899,logout,2024-12-16 19:31:36.422963,186.44
1900,view,2024-01-25 23:23:36.422966,491.58
1901,click,2024-08-16 16:26:36.422969,
1902,purchase,2024-04-01 18:09:36.422973,268.14
1903,login,2024-07-15 05:06:36.422976,
1904,logout,2024-11-18 21:22:36.422979,
1905,view,2024-03-25 17:10:36.422983,
1906,logout,2024-02-07 16:37:36.422986,
1907,login,2024-04-03 06:59:36.422990,410.02
1908,purchase,2024-09-23 11:53:36.422993,35.92
1909,purchase,2024-02-24 22:28:36.422996,
1910,purchase,2024-08-20 00:56:36.423000,415.47
1911,logout,2024-06-23 06:58:36.423003,395.15
1912,view,2024-09-06 22:55:36.423007,
1913,click,2024-10-07 07:17:36.423010,
1914,login,2024-10-03 17:05:36.423013,
1915,login,2024-05-06 14:11:36.423016,48.86
1916,login,2024-03-25 17:54:36.423020,101.87
1917,view,2024-09-24 18:36:36.423024,126.47
1918,login,2024-12-03 18:26:36.423027,
1919,logout,2024-04-17 03:38:36.423030,494.77
1920,click,2024-09-22 14:08:36.423033,
1921,purchase,2024-10-31 10:08:36.423036,
1922,view,2024-08-22 12:45:36.423040,
1923,logout,2024-06-12 09:24:36.423043,
1924,logout,2024-02-05 03:03:36.423046,289.15
1925,login,2024-08-18 16:29:36.423050,139.01
1926,logout,2024-02-07 17:45:36.423053,228.5
1927,login,2024-09-13 14:24:36.423057,205.36
1928,login,2024-09-10 05:15:36.423063,
1929,logout,2024-03-10 13:03:36.423069,61.15
1930,login,2024-01-18 08:45:36.423075,61.96
1931,login,2024-03-30 11:11:36.423087,20.06
1932,login,2024-07-23 00:14:36.423091,
1933,click,2024-04-30 19:16:36.423094,279.33
1934,view,2024-05-20 16:45:36.423098,
1935,logout,2024-02-16 21:03:36.423101,
1936,purchase,2024-12-05 03:52:36.423104,
1937,purchase,2024-05-19 06:24:36.423108,23.37
1938,purchase,2024-04-02 07:52:36.423111,379.06
1939,click,2024-09-15 12:40:36.423114,
1940,click,2024-02-13 07:18:36.423118,
1941,click,2024-03-27 21:44:36.423121,
1942,view,2024-04-19 02:02:36.423125,
1943,click,2024-06-09 07:54:36.423128,437.27
1944,click,2024-12-03 16:42:36.423131,377.73
1945,click,2024-05-21 15:41:36.423134,40.85
1946,purchase,2024-04-01 20:56:36.423138,24.61
1947,click,2024-09-23 16:30:36.423141,463.48
1948,login,2024-01-24 04:29:36.423144,
1949,view,2024-07-17 06:44:36.423148,487.65
1950,login,2024-08-12 03:34:36.423154,244.6
1951,view,2024-05-16 12:52:36.423160,
1952,login,2024-09-03 10:48:36.423166,368.86
1953,login,2024-04-24 11:08:36.423172,420.22
1954,purchase,2024-09-12 06:12:36.423178,
1955,purchase,2024-12-04 21:53:36.423192,322.56
1956,login,2023-12-30 06:40:36.423195,168.26
1957,click,2024-02-10 23:50:36.423199,166.09
1958,click,2024-10-22 07:13:36.423202,308.18
1959,login,2024-09-03 16:38:36.423205,35.15
1960,login,2024-01-26 00:29:36.423209,207.5
1961,click,2024-03-23 04:43:36.423212,
1962,purchase,2024-11-17 03:58:36.423215,
1963,click,2024-11-05 20:29:36.423219,
1964,view,2024-11-24 12:02:36.423222,71.8
1965,logout,2023-12-31 14:16:36.423225,51.1
1966,login,2024-10-16 15:34:36.423229,271.97
1967,purchase,2024-01-22 13:13:36.423232,
1968,view,2024-08-03 05:33:36.423235,
1969,click,2024-09-22 01:12:36.423239,
1970,logout,2024-12-14 22:09:36.423242,
1971,view,2024-06-14 12:21:36.423245,172.98
1972,login,2024-02-07 20:15:36.423249,274.77
1973,view,2024-10-24 06:39:36.423252,483.18
1974,click,2024-05-29 17:30:36.423255,
1975,login,2024-10-08 21:59:36.423259,
1976,click,2024-08-29 22:02:36.423262,
1977,purchase,2024-08-25 10:43:36.423265,
1978,login,2024-09-17 20:59:36.423269,370.62
1979,login,2024-02-08 05:16:36.423272,360.57
1980,view,2024-12-12 13:32:36.423275,
1981,logout,2024-09-06 09:07:36.423279,84.39
1982,view,2024-10-02 02:15:36.423282,310.4
1983,purchase,2024-05-11 01:05:36.423285,49.68
1984,view,2024-09-15 04:17:36.423289,456.06
1985,view,2024-08-15 17:01:36.423292,
1986,click,2024-07-26 18:54:36.423295,
1987,logout,2024-10-18 05:51:36.423299,284.1
1988,logout,2024-05-06 05:36:36.423302,22.08
1989,purchase,2024-07-19 17:41:36.423305,
1990,purchase,2024-10-14 15:15:36.423309,
1991,logout,2024-10-16 11:02:36.423312,
1992,view,2023-12-23 21:31:36.423316,
1993,click,2024-02-02 10:19:36.423319,459.38
1994,click,2024-12-06 19:26:36.423323,295.99
1995,logout,2024-10-10 12:06:36.423326,
1996,login,2024-01-19 16:34:36.423329,
1997,view,2024-05-20 00:33:36.423333,
1998,logout,2024-06-13 11:31:36.423336,
1999,click,2024-09-22 19:26:36.423339,
2000,logout,2024-01-24 00:35:36.423342,378.1
2001,purchase,2024-06-16 23:20:36.423346,
2002,click,2024-12-04 14:18:36.423349,
2003,logout,2024-04-27 20:22:36.423352,
2004,view,2024-11-23 13:43:36.423356,
2005,purchase,2024-12-04 01:18:36.423359,
2006,click,2024-11-18 12:24:36.423362,80.41
2007,view,2024-03-05 09:41:36.423366,
2008,login,2024-01-21 07:47:36.423369,
2009,click,2024-01-22 01:12:36.423372,
2010,view,2024-04-21 06:40:36.423376,228.81
2011,logout,2024-07-30 12:51:36.423379,
2012,click,2024-01-24 22:50:36.423382,
2013,logout,2024-06-11 19:22:36.423386,
2014,purchase,2024-11-16 04:39:36.423389,272.51
2015,click,2024-12-08 18:32:36.423392,
2016,click,2024-04-27 15:49:36.423397,496.62
2017,view,2024-09-06 12:55:36.423400,383.62
2018,purchase,2024-08-15 14:06:36.423405,
2019,login,2024-08-31 16:27:36.423409,
2020,view,2024-12-04 10:03:36.423412,
2021,login,2024-12-08 03:20:36.423415,
2022,view,2024-05-22 20:49:36.423418,319.47
2023,login,2024-04-27 16:32:36.423422,109.25
2024,click,2024-02-12 21:03:36.423425,66.89
2025,login,2024-02-13 02:23:36.423429,148.26
2026,view,2024-06-30 00:07:36.423432,
2027,click,2024-11-24 20:57:36.423436,
2028,login,2024-08-23 22:13:36.423439,
2029,login,2024-05-13 10:21:36.423442,233.59
2030,click,2024-04-29 21:11:36.423445,284.88
2031,logout,2024-02-26 14:12:36.423449,
2032,purchase,2024-12-17 18:25:36.423452,
2033,view,2024-06-04 18:20:36.423455,185.67
2034,click,2024-01-08 22:36:36.423459,
2035,purchase,2024-08-15 12:40:36.423462,289.1
2036,purchase,2024-04-10 23:24:36.423465,24.01
2037,click,2024-09-03 06:18:36.423469,293.9
2038,logout,2024-07-28 05:55:36.423472,174.69
2039,login,2024-09-27 12:27:36.423475,78.35
2040,login,2024-09-18 09:07:36.423479,11.26
2041,click,2024-01-15 03:29:36.423482,
2042,login,2024-06-08 07:12:36.423485,
2043,click,2024-07-25 14:24:36.423489,214.84
2044,view,2024-05-13 08:13:36.423492,
2045,click,2024-01-06 15:46:36.423495,
2046,click,2024-08-31 20:27:36.423499,350.48
2047,login,2024-05-21 03:15:36.423502,
2048,click,2024-06-17 13:05:36.423505,
2049,login,2024-10-29 17:04:36.423509,262.49
2050,logout,2024-04-07 14:38:36.423512,469.85
2051,view,2024-10-26 01:46:36.423515,241.24
2052,logout,2024-03-09 01:07:36.423519,264.31
2053,view,2024-05-26 13:42:36.423522,323.44
2054,purchase,2024-10-11 09:42:36.423526,
2055,click,2024-09-15 13:38:36.423532,57.23
2056,login,2024-08-15 13:22:36.423539,
2057,login,2024-11-21 06:02:36.423544,
2058,view,2024-05-28 01:22:36.423550,291.31
2059,login,2024-07-30 00:43:36.423556,290.12
2060,logout,2024-03-20 02:41:36.423562,176.79
2061,login,2023-12-27 13:49:36.423565,212.02
2062,login,2024-09-07 17:35:36.423568,
2063,view,2024-10-27 16:25:36.423572,
2064,purchase,2024-06-30 05:32:36.423575,
2065,view,2024-08-03 13:16:36.423579,
2066,login,2024-11-17 21:42:36.423583,
2067,purchase,2024-08-21 21:17:36.423586,
2068,click,2024-11-14 02:51:36.423590,
2069,purchase,2024-10-29 11:54:36.423593,220.63
2070,click,2024-07-07 23:57:36.423596,285.89
2071,view,2024-06-03 01:13:36.423599,
2072,view,2024-07-08 20:29:36.423605,234.45
2073,logout,2024-09-29 11:29:36.423611,358.71
2074,click,2024-07-06 05:03:36.423616,141.01
2075,logout,2024-05-28 18:45:36.423622,121.56
2076,view,2024-04-22 07:08:36.423627,240.09
2077,click,2024-04-25 13:23:36.423634,
2078,view,2024-10-21 13:27:36.423640,
2079,purchase,2024-09-12 03:25:36.423643,319.73
2080,click,2024-06-14 13:00:36.423646,
2081,click,2024-07-23 01:43:36.423650,354.51
2082,click,2024-07-11 07:42:36.423653,370.98
2083,login,2024-05-25 23:04:36.423656,
2084,view,2024-06-20 06:26:36.423660,
2085,click,2024-12-19 01:22:36.423663,497.78
2086,logout,2024-10-01 14:34:36.423666,
2087,login,2024-09-03 19:42:36.423670,
2088,login,2024-01-30 06:35:36.423673,
2089,view,2024-02-13 00:43:36.423676,
2090,login,2024-04-02 16:17:36.423680,
2091,click,2024-02-10 00:04:36.423683,
2092,login,2024-09-14 10:38:36.423687,386.91
2093,click,2024-06-26 18:14:36.423690,
2094,purchase,2024-07-08 16:46:36.423693,280.62
2095,purchase,2024-04-14 22:24:36.423697,486.75
2096,view,2024-03-03 02:07:36.423700,
2097,logout,2024-01-02 18:03:36.423703,
2098,view,2024-10-29 23:30:36.423707,
2099,login,2024-11-06 16:23:36.423710,
2100,logout,2024-06-01 09:33:36.423714,
2101,login,2024-01-14 01:29:36.423720,450.03
2102,login,2024-10-22 12:44:36.423726,311.32
2103,click,2024-04-16 05:45:36.423732,
2104,view,2024-09-29 20:36:36.423741,38.67
2105,view,2024-02-02 18:02:36.423744,38.09
2106,logout,2024-07-30 03:12:36.423748,
2107,purchase,2024-03-27 13:32:36.423751,
2108,logout,2024-11-18 12:35:36.423755,450.85
2109,logout,2024-10-01 09:52:36.423758,
2110,purchase,2024-06-22 00:03:36.423761,87.85
2111,view,2024-05-30 02:51:36.423764,
2112,logout,2024-07-11 07:26:36.423768,
2113,view,2024-08-07 18:17:36.423773,43.4
2114,purchase,2024-01-27 18:47:36.423779,
2115,logout,2024-02-06 19:27:36.423785,
2116,click,2024-10-10 01:41:36.423791,317.77
2117,login,2024-04-11 12:42:36.423797,
2118,logout,2024-04-17 21:38:36.423803,
2119,click,2024-07-10 12:37:36.423812,137.32
2120,logout,2024-04-29 09:06:36.423815,
2121,purchase,2024-08-08 03:47:36.423819,
2122,login,2024-04-06 00:45:36.423822,
2123,click,2024-03-07 16:42:36.423825,53.02
2124,click,2024-10-27 05:37:36.423829,
2125,purchase,2024-09-23 07:44:36.423832,
2126,view,2024-09-27 01:06:36.423835,
2127,view,2024-08-01 21:01:36.423839,480.13
2128,click,2024-06-04 12:40:36.423842,479.4
2129,purchase,2024-07-16 22:37:36.423847,
2130,click,2024-12-22 05:00:36.423852,
2131,click,2024-01-05 17:52:36.423858,
2132,purchase,2024-11-18 23:52:36.423864,333.27
2133,logout,2024-07-30 08:22:36.423869,
2134,logout,2024-02-12 10:43:36.423875,476.71
2135,purchase,2024-12-05 15:42:36.423881,
2136,login,2024-09-30 04:29:36.423884,214.03
2137,logout,2024-09-09 23:48:36.423888,
2138,purchase,2024-02-17 02:27:36.423891,
2139,logout,2024-01-05 21:51:36.423895,
2140,login,2024-12-05 08:22:36.423898,203.34
2141,purchase,2024-08-02 02:53:36.423901,
2142,logout,2024-08-12 00:42:36.423905,342.69
2143,view,2024-08-24 23:03:36.423908,200.82
2144,login,2024-12-23 04:16:36.423911,426.33
2145,purchase,2024-10-17 06:19:36.423914,191.23
2146,click,2024-05-26 18:34:36.423918,374.14
2147,login,2024-10-13 00:46:36.423921,
2148,click,2024-09-03 15:34:36.423924,
2149,logout,2024-05-12 23:53:36.423927,240.86
2150,view,2024-04-28 22:50:36.423931,
2151,purchase,2024-09-18 22:28:36.423934,
2152,click,2024-03-24 13:07:36.423937,
2153,logout,2024-05-23 10:23:36.423941,
2154,login,2024-09-07 21:52:36.423944,
2155,logout,2024-08-25 00:00:36.423947,400.47
2156,logout,2024-08-03 13:00:36.423951,58.29
2157,purchase,2024-03-27 20:46:36.423954,406.53
2158,logout,2024-02-29 00:41:36.423957,303.07
2159,logout,2024-10-29 21:02:36.423961,
2160,logout,2024-07-01 14:45:36.423964,
2161,click,2024-03-19 10:57:36.423968,206.71
2162,login,2024-03-04 02:40:36.423971,23.71
2163,purchase,2024-01-20 10:02:36.423974,461.66
2164,click,2024-06-03 13:23:36.423978,314.76
2165,login,2024-04-28 14:59:36.423981,
2166,purchase,2024-12-06 18:43:36.423984,
2167,click,2024-09-28 07:24:36.423988,370.29
2168,view,2024-04-14 11:24:36.423991,
2169,view,2024-04-01 08:45:36.423994,82.25
2170,login,2024-11-16 05:56:36.423998,67.29
2171,login,2024-02-08 23:07:36.424001,
2172,click,2024-06-14 21:42:36.424004,
2173,purchase,2024-10-20 17:05:36.424008,
2174,login,2024-02-02 22:38:36.424011,
2175,login,2024-12-22 21:27:36.424015,
2176,login,2024-01-03 00:25:36.424018,
2177,click,2024-02-17 19:29:36.424021,278.43
2178,purchase,2024-06-26 12:28:36.424025,
2179,purchase,2024-06-20 02:51:36.424028,409.59
2180,logout,2024-08-06 02:22:36.424031,
2181,purchase,2023-12-25 05:32:36.424035,171.79
2182,purchase,2024-09-18 23:44:36.424038,397.25
2183,login,2024-12-04 03:57:36.424041,
2184,view,2024-12-12 00:24:36.424045,228.14
2185,click,2024-03-05 08:34:36.424048,49.81
2186,login,2024-11-28 22:05:36.424051,
2187,login,2024-07-11 03:58:36.424055,
2188,purchase,2024-02-19 11:39:36.424058,103.58
2189,login,2024-12-09 03:41:36.424061,
2190,logout,2024-09-12 05:04:36.424064,
2191,logout,2024-04-26 13:13:36.424068,
2192,purchase,2024-10-21 16:33:36.424071,
2193,login,2024-03-31 00:47:36.424074,
2194,login,2024-03-11 21:16:36.424078,149.86
2195,view,2024-12-19 07:32:36.424081,
2196,login,2024-04-24 12:47:36.424084,319.16
2197,logout,2024-05-27 08:51:36.424088,
2198,view,2024-08-11 12:50:36.424091,
2199,logout,2024-10-28 17:17:36.424094,91.12
2200,click,2024-08-15 08:27:36.424098,423.65
2201,purchase,2024-12-19 16:04:36.424101,
2202,click,2024-05-30 10:20:36.424104,
2203,login,2024-07-21 06:20:36.424108,125.5
2204,view,2024-08-09 23:07:36.424111,371.41
2205,click,2024-07-28 07:24:36.424114,
2206,logout,2024-09-30 14:15:36.424118,51.99
2207,view,2024-08-19 09:27:36.424121,274.72
2208,click,2024-08-13 19:34:36.424124,217.68
2209,login,2024-11-28 03:58:36.424127,194.69
2210,purchase,2024-04-16 12:41:36.424131,245.03
2211,purchase,2024-12-14 10:40:36.424136,361.1
2212,purchase,2023-12-24 21:52:36.424141,120.85
2213,logout,2023-12-27 01:59:36.424147,12.63
2214,login,2024-01-16 02:24:36.424153,
2215,logout,2024-07-18 18:30:36.424159,352.81
2216,purchase,2024-10-28 22:12:36.424163,200.41
2217,purchase,2024-11-06 18:24:36.424166,
2218,click,2024-06-19 21:49:36.424170,
2219,view,2024-08-31 03:31:36.424173,
2220,logout,2024-08-19 01:56:36.424176,489.81
2221,purchase,2024-01-08 14:26:36.424179,70.53
2222,view,2024-04-30 12:27:36.424183,
2223,purchase,2024-06-07 09:55:36.424186,79.2
2224,click,2024-12-13 12:59:36.424190,424.25
2225,login,2023-12-29 22:23:36.424193,315.13
2226,click,2024-05-23 04:22:36.424196,320.98
2227,login,2024-08-15 08:41:36.424200,
2228,logout,2024-02-26 03:13:36.424203,
2229,login,2024-08-25 00:23:36.424207,
2230,click,2024-04-07 02:35:36.424210,223.75
2231,view,2024-07-01 15:28:36.424213,52.0
2232,purchase,2024-08-31 06:56:36.424216,
2233,click,2024-10-20 08:49:36.424221,306.23
2234,click,2024-07-24 06:30:36.424230,161.73
2235,purchase,2024-04-18 18:05:36.424236,136.05
2236,logout,2024-01-20 01:35:36.424241,304.8
2237,view,2024-01-19 01:49:36.424248,94.43
2238,view,2024-02-20 01:52:36.424254,
2239,purchase,2024-12-21 13:58:36.424264,127.47
2240,view,2024-11-20 16:02:36.424267,
2241,logout,2024-08-22 11:44:36.424270,
2242,view,2024-01-04 02:42:36.424274,
2243,login,2024-04-14 11:40:36.424277,319.32
2244,click,2024-06-15 19:38:36.424280,
2245,logout,2024-02-01 10:32:36.424284,360.74
2246,login,2024-07-31 10:44:36.424287,
2247,logout,2024-01-30 05:13:36.424290,
2248,click,2024-10-18 17:11:36.424294,169.85
2249,logout,2024-11-22 01:34:36.424297,474.51
2250,click,2024-03-30 23:24:36.424300,350.7
2251,logout,2024-04-16 10:49:36.424304,16.21
2252,purchase,2024-02-09 11:21:36.424307,
2253,login,2024-10-23 11:57:36.424310,293.44
2254,login,2024-04-16 04:02:36.424314,415.0
2255,login,2024-03-18 21:12:36.424317,
2256,click,2024-02-08 11:43:36.424321,
2257,view,2024-06-17 01:28:36.424324,
2258,purchase,2024-02-18 07:31:36.424328,
2259,purchase,2024-07-17 16:17:36.424331,
2260,purchase,2024-11-27 16:21:36.424334,480.91
2261,purchase,2024-01-11 10:34:36.424338,484.75
2262,logout,2024-03-23 20:07:36.424341,84.81
2263,logout,2024-05-26 04:30:36.424345,
2264,login,2024-10-23 07:22:36.424348,
2265,purchase,2024-10-23 01:46:36.424351,61.32
2266,view,2024-07-08 16:14:36.424355,
2267,purchase,2024-01-26 07:37:36.424358,
2268,login,2024-01-27 09:28:36.424362,
2269,purchase,2024-04-11 18:30:36.424365,
